Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Microdochium_panattonianum,0.000341355,0.001280082,0.005803038,0.00921659,0.000554702,0.003370882,0.001578768,0.00563236,0.000469363,0.001024066,0.002560164,0.002602833,0.000554702,0.001024066,0.001066735,0.001194743,0.000426694,0.00213347,0.000810719,0.001152074,0.000512033,0.001109404,0.00213347,0.004394948,0.002645503,0.002432156,0.005845707,0.000768049,0.001536098,0.003114866,0.009088582,0.001024066,0.003498891,0.000981396,0.001621437,0.000938727,0.002944188,0.0020908,0.003114866,0.001792115,0.002517494,0.002304147,0.004778973,0.000170678,0.004437617,0.004181601,0.006784434,0.001365421,0.00145076,0.013227513,0.001109404,0.00072538,0.001237413,0.010923366,0.006912442,0.001834784,0.001152074,0.00145076,0.001792115,0.001066735,0.001152074,0.00281618,0.001749445,0.00068271,0.00145076,0.000853388,0.001493429,0.000384025,0.002432156,0.00072538,0.000981396,0.001578768,0.001109404,0.0020908,0.008107186,0.00068271,0.001493429,0.005845707,0.004394948,0.001066735,0.003370882,0.001109404,0.005120328,0.00140809,0.001280082,0.001877453,0.002005462,0.000640041,0.001322751,0.000554702,0.003626899,0.000512033,0.00422427,0.002474825,0.007168459,0.001066735,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Microdochium;s__Microdochium_panattonianum;
Flavocillium_primulinum,0,0.000298686,0,0,0,0.002773511,0.00072538,4.27E-05,0,0.001066735,0.000298686,0.000128008,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0.013227513,0.001792115,0,0,0.000896057,0.000981396,0,0,0.000170678,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003370882,0.002474825,0,0,0.004778973,0.009045912,0,0,0.000341355,0.001194743,0,0,0,0.000298686,0,0,0,8.53E-05,0,0,0,0,0,0.000128008,0.002602833,0.00145076,0,0.000128008,0.001322751,0.000938727,0,0,0.000170678,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Flavocillium;s__Flavocillium_primulinum;
Ascobolus_sp,0.001152074,0,0.000554702,0,0.00140809,0.000298686,0,0.000128008,0.002986858,0.000896057,4.27E-05,0.000426694,0.00140809,0,0.000298686,0.000768049,0.006144393,0.000469363,0.000341355,0.000213347,0.003200205,0,0.000597372,0.00068271,0.000768049,0.000213347,0.005547022,0.000554702,0,0.001322751,0.000298686,0.000128008,0.00068271,4.27E-05,0.000512033,0.001877453,0.000768049,0.000512033,0.003200205,0.006144393,0.003200205,0.001237413,0.000640041,0.003498891,0.00285885,0.00072538,0.003712238,0.009643284,0.001152074,0.000512033,0.000469363,0.000469363,0.000384025,0.001578768,0.000170678,0.001621437,0,0.000213347,0.000298686,8.53E-05,0.000426694,0.002005462,0,0.000512033,0.000768049,0.000256016,0.000768049,0.001280082,0.000853388,0.000298686,0,0.002773511,0.001877453,0.000213347,0.000298686,0.001194743,0.006144393,0.000256016,0.000981396,0.001792115,0.012544803,0,0.000384025,0.002602833,0.002304147,0.000512033,0.000810719,0.00563236,0.0020908,0.000128008,0.000938727,0.001280082,0.003029527,8.53E-05,0.000170678,0.006059054,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus;s__Ascobolus_sp;
Necromortierella_dichotoma,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.000256016,8.53E-05,0.000512033,0.003882915,0,8.53E-05,0.000213347,0.000554702,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.001194743,0,0,0,0.012544803,0.012416795,0,0,0.001152074,0,0,0,0.000512033,0,0,0,0.000938727,0.001322751,0,0,0.000597372,0.000170678,0,0,0,0.000256016,0,0,0,0.000938727,0.000469363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Necromortierella;s__Necromortierella_dichotoma;
Schizothecium_glutinans,0,0,0,0.000469363,8.53E-05,0,0,0.000384025,0,0,0.000469363,0,0,0,0.003712238,0,0,0.002218809,4.27E-05,0.011947431,0,0,0.000426694,0,0,0,0.000170678,0,0.000341355,0,0,0.000853388,0,0.000213347,0,0.001194743,0.000170678,0,0,0.000426694,0.000426694,0.000256016,0,0.000213347,0,8.53E-05,0,0.000384025,0.000426694,0,0,0.000341355,0.000938727,0.001194743,0,0.000213347,0.000128008,0,0,0.000810719,0.001280082,0,0.000256016,0.001365421,0.008235194,0.00068271,0.001664107,0.000768049,0.00068271,0,0.000426694,0,0,0.000512033,0,0.002346817,0,0.000512033,0.000128008,0.000938727,0,0,0.000896057,0.001493429,0,0.000170678,0.000256016,0.001280082,0,0,0.00072538,0.000256016,0,0.000256016,0.000128008,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_glutinans;
Malbranchea_flocciformis,0.000640041,0.002773511,0.002688172,0.00213347,0.001066735,0.003626899,0.003157535,0.005504352,0.001706776,0.002645503,0.003200205,0.003370882,0.000597372,0.002944188,0.00422427,0.002688172,0.002005462,0.003157535,0.004522956,0.001493429,0.001024066,0.008363202,0.005077658,0.00494965,0.00285885,0.002389486,0.00213347,0.001792115,0.002688172,0.003669568,0.00281618,0.001152074,0.002986858,0.001621437,0.001066735,0.002517494,0.001621437,0.001365421,0.003370882,0.00285885,0.004352279,0.002005462,0.001536098,0.000896057,0.002688172,0.003072197,0.002346817,0.002048131,0.001792115,0.001877453,0.006784434,0.001194743,0.001578768,0.004309609,0.004650964,0.002986858,0.000896057,0.003882915,0.002346817,0.001322751,0.001109404,0.002944188,0.00213347,0.0020908,0.001578768,0.003114866,0.011776754,0.00072538,0.003029527,0.001621437,0.002005462,0.001621437,0.004693634,0.004480287,0.007253798,0.001749445,0.002517494,0.002944188,0.00285885,0.004053593,0.004522956,0.001194743,0.002986858,0.002517494,0.002944188,0.001877453,0.001109404,0.001834784,0.001493429,0.001066735,0.003840246,0.001237413,0.00285885,0.001621437,0.000597372,0.001578768,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Malbranchea;s__Malbranchea_flocciformis;
Microascus_chartarum,0,0,8.53E-05,0,0,0,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.001749445,8.53E-05,0.000512033,0,0.000597372,0,0.000512033,0,0,0,0.000213347,0,0,0,0.000213347,0,0,0,0.000512033,0,0.000384025,0,0.000213347,0,0,0,0,0,0,0.000128008,0,0,0,0.000512033,0,0,0,0.000256016,0,0,0,0.001322751,0.000384025,0,0,0.011776754,0,0,0,0,0,0.000384025,0,0,0,0.000213347,0,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,0.000213347,0,0,0,0.003584229,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;s__Microascus_chartarum;
Spizellomyces_lactosolyticus,0.000170678,0.00072538,0.000426694,0.000298686,0.00072538,8.53E-05,0.000341355,0.000170678,0.000640041,0.000597372,0.000938727,0.000170678,0.000170678,0.000426694,0.00140809,0.000128008,0.000341355,0.001365421,0.011222052,0.000298686,0.000213347,0.000128008,0.000384025,0.000341355,0.000384025,0.000469363,4.27E-05,0.000426694,0.000384025,0.001024066,0.000512033,0.000170678,0.001749445,8.53E-05,0,0.003114866,0.001066735,0.00281618,0.00072538,0.001322751,0.001280082,0.000981396,0,0.000298686,0.006101724,0,0.000469363,0.002218809,0.000597372,0,0,0,0.000128008,0.000170678,0.000469363,0.001322751,0.000597372,0.000128008,8.53E-05,4.27E-05,0.001365421,0.000170678,0.000256016,4.27E-05,0.001578768,0.000256016,4.27E-05,0,0.001962792,0.000298686,8.53E-05,0,0.000256016,0.000554702,0.000810719,0.001024066,0.000810719,0.004394948,8.53E-05,0.000170678,0.000426694,4.27E-05,0.000554702,0.001024066,0.00072538,0.000426694,0.003114866,0.001322751,0.000981396,0.001024066,0.00213347,0.000384025,0.001792115,0.000341355,0.000298686,0.000384025,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__Spizellomyces_lactosolyticus;
Purpureocillium_lilacinum,0.002474825,0.004394948,0.002005462,0.005291005,0.003242874,0.000597372,0.001194743,0.00285885,0.001152074,0.00640041,0.005419013,0.001194743,0.005504352,0.003797576,0.001664107,0.005248336,0.000384025,0.000853388,0.003882915,0,0,0.000213347,0,0.011179382,0.007680492,0.006229732,0.000128008,0.004352279,0.002944188,0,0.002773511,0.001834784,0.001962792,0.003200205,0.001877453,0.001066735,0.004565626,0.003584229,0.000554702,0.006741765,0.000512033,0,0.002389486,0,0,0.001024066,0,0.007723161,0.010240655,0.004650964,0.010112647,0.004053593,0.005205666,0.000512033,0.000853388,0.005504352,0.001962792,0.00640041,0.006443079,0.00853388,0.005760369,0.001621437,0.002986858,0.006315071,0.006955112,0.002176139,0.006741765,0,0,0,0,0.009301929,0.00640041,0.006485748,0.004736303,0.005291005,0.004608295,0.00567503,0.000554702,0.00281618,0.003114866,0.002773511,0.002986858,0.000810719,0.005547022,0.004053593,0.003114866,0.009003243,0,0,0.001066735,0.000298686,0.000170678,0.000853388,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium_lilacinum;
Pyrenochaetopsis_confluens,0.000512033,0.000384025,0.000213347,0.000298686,0.000256016,0.000170678,0.000128008,0,0.000341355,0.001024066,0.000213347,0.000170678,0.000341355,0.004778973,0.000170678,8.53E-05,0.001066735,0.004437617,0.000554702,0.006101724,0.000554702,0.000597372,0.000597372,0.001024066,0.000213347,0.001280082,0.00072538,0.000213347,0.000213347,0.000341355,0.00072538,0,0,0.000128008,0,0,0,0,0,8.53E-05,0,0,0.000128008,0,0,0.001194743,0.000384025,0,8.53E-05,0.000341355,0.000341355,0,8.53E-05,0.000256016,0.000597372,0,0,0.001152074,0.000512033,0,4.27E-05,0.000981396,0.000170678,0,0,0.000341355,0.001280082,0,0.003328213,0.001706776,0.00072538,0,0.000256016,0.010966035,0.000213347,0,0,0.000213347,0.000896057,0.000256016,0,0,0,0,0,0,0,0,4.27E-05,0.000128008,0,0,0,0.000128008,0.000128008,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_confluens;
Tricellula_sp,0.002304147,0,0,0.000426694,0.000213347,0,0,0,0.000256016,0,0.000128008,0,0.000426694,0.000426694,8.53E-05,0.002346817,0,0,0,0,0.000512033,0,0,0,0,0,0,0.001066735,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010838027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.000512033,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,0,0,0,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Tricellula;s__Tricellula_sp;
Pterula_subulata,0,4.27E-05,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0.00068271,0.000128008,4.27E-05,0,0.000170678,0.002517494,0,0,0,0.002944188,0,0,0,0.004352279,0,0,0,0.002773511,0,0,0,0.000170678,8.53E-05,0,0,0.010752688,8.53E-05,0,0,0.003072197,0,0,8.53E-05,0.000768049,0,0,0,0.006912442,0.000128008,0,0,0.005589691,0.000341355,0,0,0.000640041,0,8.53E-05,0,4.27E-05,0,0,0,0.001877453,0,0,0,0.001365421,0.00068271,0.000213347,0,0.000128008,0,0,0,0.000384025,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pterulaceae;g__Pterula;s__Pterula_subulata;
Pezizomycotina_sp,0.002901519,0.003584229,0.001237413,0.003413552,0.003626899,0.000640041,0.001109404,0.002773511,0.000981396,0.004053593,0.001621437,0.001280082,0.000213347,0.003029527,0.000512033,0.004138932,0.000640041,0.001578768,0.001109404,0.00145076,0.001621437,0.001962792,0.00563236,0.004565626,0.004181601,0.002176139,0.00068271,0.005205666,0.002389486,0.00068271,0.00140809,0.001621437,0.000896057,0.000298686,0.000554702,0.004138932,0.000298686,0.000554702,0.000384025,0.001792115,0.000512033,0.001066735,0.000896057,0.00140809,0.002517494,0.00072538,0.001536098,0.003285544,0.010325994,0.000298686,0.000298686,0.003797576,0.010454002,0.000853388,0.001194743,0.002176139,0.001792115,0.000810719,0.001322751,0.005461683,0.000384025,0.001194743,0.000640041,0.000597372,0.001536098,0.000213347,0.000384025,0.001109404,0.008107186,0.000554702,0.000938727,0.003712238,0.003669568,0.006571087,0.002730841,0.001493429,0.000341355,0.001109404,0.000341355,0.002474825,0.000554702,0.000384025,0.000597372,0.000597372,0.000640041,0.000981396,0.000213347,0.001792115,0.00072538,0.000341355,0.000810719,0.000640041,0.001578768,0.000640041,0.001194743,0.001834784,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis;s__Pezizomycotina_sp;
Malassezia_globosa,0.004437617,0,0,0.008405871,0,4.27E-05,0.005205666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006827104,0,0,0.007637822,0,0,0.007253798,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010197986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007211128,0.002986858,0,0,0,0,0,0.00499232,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_globosa;
Ciboria_asphodeli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,4.27E-05,0,0.010069978,0,0.000298686,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Ciboria;s__Ciboria_asphodeli;
Wardomycopsis_fusca,0.001920123,0.000554702,0,0.000981396,0.00145076,0,0,0.000170678,4.27E-05,0.00140809,0.000853388,0,0.000554702,0,0,8.53E-05,0,0,0.000128008,0,0,0,0,0.001280082,0.001194743,0.000469363,0,0.001237413,0.000554702,0,0,0.000469363,8.53E-05,0.000213347,8.53E-05,0.000128008,0.000256016,8.53E-05,0,0.001536098,0,0,4.27E-05,0,0,0,0,0.003498891,0.001152074,0.000426694,0.000298686,0.000512033,0.001237413,0,0,0.000512033,0,0.000298686,0.000170678,0.003072197,0.000298686,0,0,0.00068271,0.001024066,0.000256016,0.000170678,0,0,0,0,0.00281618,0.009813961,0.001664107,0,0.000512033,0.003029527,0.001152074,0,0.000341355,0.000896057,4.27E-05,0,0,0.004736303,0.001024066,0,0.001365421,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Wardomycopsis;s__Wardomycopsis_fusca;
Clavaria_sp,0,0.000170678,0.000298686,0.00499232,0.000170678,0.001578768,0.000768049,0.004394948,0.000341355,0.006059054,0.003456221,0.003413552,0,0.003157535,0.007851169,0,0,0.002474825,0.000640041,0.002176139,4.27E-05,0.002730841,0.000853388,0.003157535,0.001066735,0.000213347,0.001749445,0.000384025,0.003584229,0,0.001024066,0,0.000128008,0,0.000426694,0.000298686,0.000128008,0.000426694,0.000341355,8.53E-05,0.000426694,0,0.001066735,0.000170678,0.000128008,0,0,0,0.00145076,0.001024066,0,0.000512033,0.004821642,0.003498891,8.53E-05,0.001664107,0.001365421,0.000256016,0.000128008,0.000640041,0.002986858,0.005248336,0,0.000554702,0.000768049,0.000128008,0,0,0.00068271,0,0,0.009728623,0.000384025,0.00140809,0.001237413,4.27E-05,0.00072538,0.004138932,0.001109404,0.000554702,0.001024066,0.002944188,0,0,0,0.000640041,8.53E-05,0,0,0.000896057,0.000213347,0,0,0.000512033,0.000853388,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_sp;
Beauveria_bassiana,0,0,0,4.27E-05,0,0,0,0,0,8.53E-05,0,8.53E-05,0.009728623,0,0.000213347,0,0.000426694,0,0.000128008,0,0.000597372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072538,0,0,0.000128008,0.000384025,0,0,0,0.00281618,0,0,0.000213347,0,0,0,0.000341355,0,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria_bassiana;
Dactylonectria_macrodidyma,0.002730841,0.002005462,0.004352279,0.002432156,0.004736303,0.002474825,0.005461683,0.002944188,0.003712238,0.003626899,0.006443079,0.003882915,0.002176139,0.001962792,0.00281618,0.002602833,0.004053593,0.003840246,0.001493429,0.001706776,0.002560164,0.002389486,0.005760369,0.00354156,0.003242874,0.002560164,0.00140809,0.009429937,0.002688172,0.001749445,0.001834784,0.002474825,0.003498891,0.001280082,0.000597372,0.006741765,0.001920123,0.001365421,0.00068271,0.006016385,0.002944188,0.002048131,0.001066735,0.002645503,0.002730841,0.001920123,0.001152074,0.006869773,0.002048131,0.001877453,0.003114866,0.00422427,0.001664107,0.002560164,0.002474825,0.004309609,0.001280082,0.001962792,0.001962792,0.005333675,0.001237413,0.002048131,0.001962792,0.002005462,0.001152074,0.001280082,0.002432156,0.003029527,0.002517494,0.000981396,0.001621437,0.004565626,0.003029527,0.00426694,0.001792115,0.003669568,0.003157535,0.003456221,0.001493429,0.004778973,0.003072197,0.00140809,0.002688172,0.002773511,0.002389486,0.00213347,0.001365421,0.003413552,0.002176139,0.002346817,0.00145076,0.003029527,0.006272401,0.003413552,0.001152074,0.003242874,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dactylonectria;s__Dactylonectria_macrodidyma;
Rhizophlyctis_rosea,0,0,0,0,0.000213347,0,4.27E-05,0,4.27E-05,0,0,0,0.009429937,0.000384025,0,0.000512033,8.53E-05,0,0,0,0.000256016,4.27E-05,0,0,0,0,0,0,0,0,0.001706776,0.000128008,0,0,0,0,0,0,0,0.001322751,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0.000128008,0.000469363,8.53E-05,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,0,0,0,0,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea;
Exophiala_equina,0.000512033,0.002176139,0.00140809,0.00281618,0.004096262,0.002176139,0.000853388,0.002773511,0.00285885,0.004608295,0.001280082,0.003840246,0.001024066,0.003242874,0.001706776,0.003456221,0.001578768,0.002773511,0.003882915,0.001493429,0.0020908,0.006229732,0.004821642,0.00567503,0.009344598,0.002474825,0.0020908,0.001536098,0.003328213,0.002645503,0.003072197,0.001280082,0.007723161,0.001621437,0.002005462,0.002048131,0.002517494,0.003114866,0.0020908,0.001578768,0.006613757,0.003584229,0.004181601,0.001152074,0.008789896,0.003072197,0.00708312,0.001706776,0.006315071,0.000981396,0.000853388,0.002261478,0.002048131,0.001706776,0.001237413,0.001920123,0.001578768,0.006613757,0.001536098,0.001621437,0.001109404,0.002176139,0.000938727,0.002005462,0.003712238,0.001365421,0.002474825,0.001621437,0.00640041,0.002901519,0.00072538,0.0020908,0.002474825,0.005034989,0.003498891,0.001664107,0.001877453,0.003498891,0.002432156,0.00140809,0.002986858,0.005376344,0.004352279,0.002048131,0.000810719,0.004437617,0.00281618,0.002218809,0.000640041,0.00145076,0.003968254,0.001066735,0.001365421,0.004565626,0.004693634,0.0020908,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_equina;
Rhizophydiales_sp,0.000768049,0.002602833,0.001536098,0.002218809,0.001066735,0.002517494,0.002944188,0.001536098,0.001152074,0.00354156,0.00849121,0.002901519,0.002218809,0.004522956,0.005034989,0.002261478,0.003584229,0.003413552,0.008149855,0.003797576,0.003029527,0.005717699,0.001749445,0.00354156,0.000597372,0.000384025,0.002389486,0.002005462,0.001066735,0.0078085,0.001920123,0.001066735,0.002346817,8.53E-05,0.000426694,0.001920123,0.001365421,0.001237413,0.00281618,0.001706776,0.001962792,0.003200205,0.001493429,0.001621437,0.002944188,0.00140809,0.000768049,0.002517494,0.001621437,0.002901519,0.002389486,0.001536098,0.001066735,0.004309609,0.001749445,0.001920123,0.000853388,0.004010923,0.002346817,0.000853388,0.003328213,0.005120328,0.005973716,0.001792115,0.001792115,0.001280082,0.003797576,0.00072538,0.003157535,0.00072538,0.001749445,0.000554702,0.000810719,0.001536098,0.002730841,0.001536098,0.003925585,0.00563236,0.005504352,0.00281618,0.009259259,0.004181601,0.007168459,0.001664107,0.006955112,0.003840246,0.00213347,0.001706776,0.002986858,0.002218809,0.001109404,0.002901519,0.004010923,0.003242874,0.001664107,0.001237413,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp;
Acrospermum_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Acrospermales;f__Acrospermaceae;g__Acrospermum;s__Acrospermum_sp;
Cistella_albidolutea,0.000170678,0.000981396,0.000597372,0.000213347,4.27E-05,0.000213347,0.000981396,0.00068271,0.000768049,0.000426694,0.000554702,0.000256016,0,0.00917392,0.000170678,0,0.000213347,0.000938727,0.000298686,0,0,0.000469363,0.000298686,0,0.000426694,0,0.000256016,0.002304147,8.53E-05,0.000298686,0.000170678,0.000256016,0,0,0,0.000384025,0,0,0.000256016,0.000512033,0.001152074,8.53E-05,0,0.000128008,0.000256016,0.000554702,0,0.000512033,8.53E-05,0.000853388,0.000213347,0.000298686,0.000128008,0.001578768,0.004736303,0.001066735,0.000640041,0.00213347,0.000170678,0.001749445,0,0.0020908,0.003328213,0,0.000256016,4.27E-05,0.000426694,0.000213347,0,0,0,0.000170678,0,0.001194743,0.000597372,0.000469363,0.000213347,0.000213347,0.00213347,0.000128008,0.000170678,0,0.000768049,0.000597372,0.000213347,0.000256016,0,0.000554702,0,0,0,0.000469363,0.000128008,0.000256016,0.000170678,0.000256016,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_albidolutea;
Gliomastix_sp,0,0,0.000213347,0,0,8.53E-05,0,0,0.000170678,0,8.53E-05,0.000213347,0,0,0.000170678,0.000128008,0,0.000213347,0,0,0,0,8.53E-05,0,0,0,0,0.00068271,4.27E-05,0,0,0,0,0,0,0.000298686,0,0,0,0.000384025,0.000384025,0,0,8.53E-05,0,0,0,8.53E-05,0,8.53E-05,0,0.001962792,0,0,0,0.006485748,0,0.000256016,0,0.002730841,0,0.000298686,0,0.000512033,0,0.000128008,0,0.001792115,0,0.000640041,0,0.009088582,0.000213347,0,0,0.00068271,0.001280082,8.53E-05,0,0.003669568,0.000469363,8.53E-05,0,0.000981396,0.000298686,0,0,0.002773511,4.27E-05,0,0,0.002389486,0.000128008,0,0,0.000298686,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Gliomastix;s__Gliomastix_sp;
Nigrosabulum_globosum,0,0.000384025,0.000170678,0.000938727,0.000256016,0,0.000128008,0.000469363,0.000640041,0.002773511,0.000341355,0.000341355,0.000810719,0.000256016,0.000298686,0,0.001237413,0.000384025,0.001109404,0.000810719,0,0,0.000213347,0.001280082,0.001365421,0.000256016,0.000384025,0.000768049,0.000298686,0,0.000426694,0.000554702,0,8.53E-05,0.006528418,0.004778973,0.000384025,0.001152074,0,0.001920123,0.00072538,0.000554702,0.000512033,0.001024066,0.000213347,0,0.000170678,0.001962792,0.001152074,0.000256016,0.000170678,0.000512033,0.000170678,0.000170678,0.000341355,0.000810719,0.000640041,0.001024066,0.000981396,0.000810719,0.000469363,0.00072538,0,0.007040451,0.00072538,0.000469363,0.000938727,0.000640041,0.001749445,0,0.009045912,0.00072538,0.001280082,0.000128008,0.000853388,0.00140809,0.000426694,0,0.000512033,0.000128008,0.000810719,0.00068271,0.000469363,0.0020908,0.001578768,0.000426694,0.000341355,0.000810719,0.001536098,0.000853388,0.000469363,0.000469363,0.000640041,0.000896057,0.001834784,0.000597372,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nigrosabulum;s__Nigrosabulum_globosum;
